timestamp,group_seed,username,hash_mode,pepper,rate_limiting,lockout,captcha,totp,result,latency_ms
"2026-01-05 20:07:43,606",526338897,alex,bcrypt,False,True,False,False,False,ok,164.26360001787543
"2026-01-05 20:07:43,770",526338897,sam,bcrypt,False,True,False,False,False,bad_password,163.81740011274815
"2026-01-05 20:07:43,934",526338897,charlie,bcrypt,False,True,False,False,False,bad_password,163.34579978138208
"2026-01-05 20:07:44,097",526338897,jordan,bcrypt,False,True,False,False,False,bad_password,163.2123002782464
"2026-01-05 20:07:44,259",526338897,taylor,bcrypt,False,True,False,False,False,bad_password,163.09910034760833
"2026-01-05 20:07:44,430",526338897,morgan,bcrypt,False,True,False,False,False,bad_password,169.0682996995747
"2026-01-05 20:07:44,595",526338897,chris,bcrypt,False,True,False,False,False,bad_password,164.93269987404346
"2026-01-05 20:07:44,758",526338897,jamie,bcrypt,False,True,False,False,False,bad_password,162.89749974384904
"2026-01-05 20:07:44,921",526338897,pat,bcrypt,False,True,False,False,False,bad_password,162.6445995643735
"2026-01-05 20:07:45,084",526338897,robin,bcrypt,False,True,False,False,False,bad_password,162.75050025433302
"2026-01-05 20:07:45,248",526338897,casey,bcrypt,False,True,False,False,False,bad_password,163.46069984138012
"2026-01-05 20:07:45,411",526338897,jules,bcrypt,False,True,False,False,False,bad_password,162.59789979085326
"2026-01-05 20:07:45,574",526338897,max,bcrypt,False,True,False,False,False,bad_password,163.76479994505644
"2026-01-05 20:07:45,739",526338897,ava,bcrypt,False,True,False,False,False,bad_password,164.9633999913931
"2026-01-05 20:07:45,905",526338897,lily,bcrypt,False,True,False,False,False,bad_password,164.67340011149645
"2026-01-05 20:07:46,067",526338897,leo,bcrypt,False,True,False,False,False,bad_password,162.16319985687733
"2026-01-05 20:07:46,231",526338897,sophie,bcrypt,False,True,False,False,False,bad_password,163.17149996757507
"2026-01-05 20:07:46,394",526338897,mia,bcrypt,False,True,False,False,False,bad_password,162.62059984728694
"2026-01-05 20:07:46,557",526338897,ethan,bcrypt,False,True,False,False,False,bad_password,162.91299974545836
"2026-01-05 20:07:46,723",526338897,oliver,bcrypt,False,True,False,False,False,bad_password,166.16340028122067
"2026-01-05 20:07:46,889",526338897,nina,bcrypt,False,True,False,False,False,bad_password,166.0915999673307
"2026-01-05 20:07:47,068",526338897,daniel,bcrypt,False,True,False,False,False,bad_password,178.23700001463294
"2026-01-05 20:07:47,258",526338897,user123,bcrypt,False,True,False,False,False,bad_password,183.1322000361979
"2026-01-05 20:07:47,424",526338897,sunnyday,bcrypt,False,True,False,False,False,bad_password,165.44330026954412
"2026-01-05 20:07:47,587",526338897,gamer01,bcrypt,False,True,False,False,False,bad_password,163.9396999962628
